"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.751159375E0,3.349657357E-2,-6.269118190E-2,9.639953375E-1,9.666122363E-1
2.761127375E0,3.517021611E-2,-6.344715506E-2,9.636958838E-1,9.664223931E-1
2.771095375E0,3.408710659E-2,-6.062872708E-2,9.592390656E-1,9.617574322E-1
2.781063375E0,3.408034518E-2,-5.973241851E-2,9.539462924E-1,9.564219574E-1
2.791031375E0,3.049200214E-2,-6.149756163E-2,9.507675171E-1,9.532421433E-1
2.800999375E0,2.810963988E-2,-6.693109870E-2,9.456359148E-1,9.484182660E-1
2.810967375E0,2.460065857E-2,-6.701925397E-2,9.448859692E-1,9.475791616E-1
2.820935375E0,2.733689174E-2,-7.179364562E-2,9.397768974E-1,9.429115813E-1
2.830903375E0,2.571342885E-2,-7.061199844E-2,9.385119081E-1,9.415157122E-1
2.840871375E0,2.832894772E-2,-6.660059839E-2,9.367299676E-1,9.395217939E-1
2.850838375E0,2.756755054E-2,-6.772178411E-2,9.394093752E-1,9.422505952E-1
2.860806375E0,2.802764997E-2,-6.303687394E-2,9.370171428E-1,9.395532569E-1
2.870774375E0,2.956962027E-2,-6.512798369E-2,9.329472780E-1,9.356851181E-1
2.880742375E0,3.167076036E-2,-6.264984608E-2,9.337105751E-1,9.363458113E-1
2.890710375E0,3.062733449E-2,-5.803512037E-2,9.372312427E-1,9.395256841E-1
2.900678375E0,3.223567829E-2,-5.967850983E-2,9.354578257E-1,9.379136459E-1
2.910646250E0,3.281837702E-2,-5.910699815E-2,9.350075126E-1,9.374485221E-1
2.920614250E0,3.304657713E-2,-5.955322832E-2,9.384943843E-1,9.409624714E-1
2.930582250E0,2.867925912E-2,-6.144620478E-2,9.359337091E-1,9.383869372E-1
2.940550250E0,1.980840042E-2,-6.434211880E-2,9.399907589E-1,9.423984867E-1
2.950518250E0,1.910346188E-2,-6.982769817E-2,9.352998137E-1,9.380973251E-1
2.960486250E0,1.833832078E-2,-7.121112198E-2,9.395278692E-1,9.424011539E-1
2.970454250E0,2.606122196E-2,-6.727284193E-2,9.377776384E-1,9.405486280E-1
2.980422250E0,3.253083304E-2,-6.453430653E-2,9.354816079E-1,9.382690289E-1
2.990390250E0,3.579160944E-2,-6.343574822E-2,9.407564998E-1,9.435718973E-1
3.000358250E0,3.381378949E-2,-6.060124934E-2,9.419338107E-1,9.444867323E-1
3.010326250E0,3.235757351E-2,-6.309156865E-2,9.430712461E-1,9.457330141E-1
3.020294250E0,2.657181397E-2,-6.523387879E-2,9.448927641E-1,9.475145676E-1
